id,tradingsymbol,instrument_type,strike,expiry,instrument_token,lot_size,exchange_token,index_name,tick_size,last_updated
295,NIFTY26MAR22600PE,PE,22600,2026-03-30,13947650,65,54483,NIFTY,0.05,
296,NIFTY26MAR22400CE,CE,22400,2026-03-30,13945346,65,54474,NIFTY,0.05,
297,NIFTY26MAR22400PE,PE,22400,2026-03-30,13945602,65,54475,NIFTY,0.05,
298,NIFTY26MAR22650CE,CE,22650,2026-03-30,13947906,65,54484,NIFTY,0.05,
299,NIFTY26MAR22650PE,PE,22650,2026-03-30,13948162,65,54485,NIFTY,0.05,
300,NIFTY26MAR22350CE,CE,22350,2026-03-30,13944834,65,54472,NIFTY,0.05,
301,NIFTY26MAR22350PE,PE,22350,2026-03-30,13945090,65,54473,NIFTY,0.05,
302,NIFTY26MAR22700CE,CE,22700,2026-03-30,13948418,65,54486,NIFTY,0.05,
303,NIFTY26MAR22700PE,PE,22700,2026-03-30,13948674,65,54487,NIFTY,0.05,
304,NIFTY26MAR22300CE,CE,22300,2026-03-30,13944322,65,54470,NIFTY,0.05,
305,NIFTY26MAR22300PE,PE,22300,2026-03-30,13944578,65,54471,NIFTY,0.05,
306,NIFTY26MAR22750CE,CE,22750,2026-03-30,13948930,65,54488,NIFTY,0.05,
307,NIFTY26MAR22750PE,PE,22750,2026-03-30,13949186,65,54489,NIFTY,0.05,
308,NIFTY26MAR22250CE,CE,22250,2026-03-30,13943810,65,54468,NIFTY,0.05,
309,NIFTY26MAR22250PE,PE,22250,2026-03-30,13944066,65,54469,NIFTY,0.05,
310,NIFTY26MAR22800CE,CE,22800,2026-03-30,13949442,65,54490,NIFTY,0.05,
311,NIFTY26MAR22800PE,PE,22800,2026-03-30,13949698,65,54491,NIFTY,0.05,
312,NIFTY26MAR22200CE,CE,22200,2026-03-30,13943298,65,54466,NIFTY,0.05,
313,NIFTY26MAR22200PE,PE,22200,2026-03-30,13943554,65,54467,NIFTY,0.05,
314,NIFTY26MAR22850CE,CE,22850,2026-03-30,13949954,65,54492,NIFTY,0.05,
315,NIFTY26MAR22850PE,PE,22850,2026-03-30,13950210,65,54493,NIFTY,0.05,
316,NIFTY26MAR22150CE,CE,22150,2026-03-30,13942786,65,54464,NIFTY,0.05,
317,NIFTY26MAR22150PE,PE,22150,2026-03-30,13943042,65,54465,NIFTY,0.05,
318,NIFTY26MAR22900PE,PE,22900,2026-03-30,13950722,65,54495,NIFTY,0.05,
319,NIFTY26MAR31000CE,CE,31000,2026-03-30,16116738,65,62956,NIFTY,0.05,
320,NIFTY26MAR31000PE,PE,31000,2026-03-30,16118786,65,62964,NIFTY,0.05,
321,NIFTY26MAR30000CE,CE,30000,2026-03-30,16111874,65,62937,NIFTY,0.05,
322,NIFTY26MAR30000PE,PE,30000,2026-03-30,16116482,65,62955,NIFTY,0.05,
323,NIFTY26MAR29000CE,CE,29000,2026-03-30,16111362,65,62935,NIFTY,0.05,
324,NIFTY26MAR29000PE,PE,29000,2026-03-30,16111618,65,62936,NIFTY,0.05,
325,NIFTY26MAR28100CE,CE,28100,2026-03-30,14039554,65,54842,NIFTY,0.05,
326,NIFTY26MAR28100PE,PE,28100,2026-03-30,14039810,65,54843,NIFTY,0.05,
327,NIFTY26MAR28050CE,CE,28050,2026-03-30,14039042,65,54840,NIFTY,0.05,
328,NIFTY26MAR28050PE,PE,28050,2026-03-30,14039298,65,54841,NIFTY,0.05,
329,NIFTY26MAR28000CE,CE,28000,2026-03-30,16110594,65,62932,NIFTY,0.05,
330,NIFTY26MAR28000PE,PE,28000,2026-03-30,16110850,65,62933,NIFTY,0.05,
331,NIFTY26MAR27950CE,CE,27950,2026-03-30,14038530,65,54838,NIFTY,0.05,
332,NIFTY26MAR27950PE,PE,27950,2026-03-30,14038786,65,54839,NIFTY,0.05,
333,NIFTY26MAR27900CE,CE,27900,2026-03-30,14038018,65,54836,NIFTY,0.05,
334,NIFTY26MAR27900PE,PE,27900,2026-03-30,14038274,65,54837,NIFTY,0.05,
335,NIFTY26MAR27850CE,CE,27850,2026-03-30,14036482,65,54830,NIFTY,0.05,
336,NIFTY26MAR27850PE,PE,27850,2026-03-30,14036738,65,54831,NIFTY,0.05,
337,NIFTY26MAR27800CE,CE,27800,2026-03-30,14035970,65,54828,NIFTY,0.05,
338,NIFTY26MAR27800PE,PE,27800,2026-03-30,14036226,65,54829,NIFTY,0.05,
339,NIFTY26MAR27750CE,CE,27750,2026-03-30,14035458,65,54826,NIFTY,0.05,
340,NIFTY26MAR27750PE,PE,27750,2026-03-30,14035714,65,54827,NIFTY,0.05,
341,NIFTY26MAR27700CE,CE,27700,2026-03-30,14034946,65,54824,NIFTY,0.05,
342,NIFTY26MAR27700PE,PE,27700,2026-03-30,14035202,65,54825,NIFTY,0.05,
343,NIFTY26MAR27650CE,CE,27650,2026-03-30,14034434,65,54822,NIFTY,0.05,
344,NIFTY26MAR27650PE,PE,27650,2026-03-30,14034690,65,54823,NIFTY,0.05,
345,NIFTY26MAR27600CE,CE,27600,2026-03-30,14016514,65,54752,NIFTY,0.05,
346,NIFTY26MAR27600PE,PE,27600,2026-03-30,14016770,65,54753,NIFTY,0.05,
347,NIFTY26MAR27550CE,CE,27550,2026-03-30,14016002,65,54750,NIFTY,0.05,
348,NIFTY26MAR27550PE,PE,27550,2026-03-30,14016258,65,54751,NIFTY,0.05,
349,NIFTY26MAR27500CE,CE,27500,2026-03-30,14015490,65,54748,NIFTY,0.05,
350,NIFTY26MAR27500PE,PE,27500,2026-03-30,14015746,65,54749,NIFTY,0.05,
351,NIFTY26MAR27450CE,CE,27450,2026-03-30,14014978,65,54746,NIFTY,0.05,
352,NIFTY26MAR27450PE,PE,27450,2026-03-30,14015234,65,54747,NIFTY,0.05,
353,NIFTY26MAR27400CE,CE,27400,2026-03-30,14014466,65,54744,NIFTY,0.05,
354,NIFTY26MAR27400PE,PE,27400,2026-03-30,14014722,65,54745,NIFTY,0.05,
355,NIFTY26MAR27350CE,CE,27350,2026-03-30,14013954,65,54742,NIFTY,0.05,
356,NIFTY26MAR27350PE,PE,27350,2026-03-30,14014210,65,54743,NIFTY,0.05,
357,NIFTY26MAR27300CE,CE,27300,2026-03-30,14013442,65,54740,NIFTY,0.05,
358,NIFTY26MAR27300PE,PE,27300,2026-03-30,14013698,65,54741,NIFTY,0.05,
359,NIFTY26MAR27250CE,CE,27250,2026-03-30,14012930,65,54738,NIFTY,0.05,
360,NIFTY26MAR27250PE,PE,27250,2026-03-30,14013186,65,54739,NIFTY,0.05,
361,NIFTY26MAR27200CE,CE,27200,2026-03-30,14012418,65,54736,NIFTY,0.05,
362,NIFTY26MAR27200PE,PE,27200,2026-03-30,14012674,65,54737,NIFTY,0.05,
363,NIFTY26MAR27150CE,CE,27150,2026-03-30,14011906,65,54734,NIFTY,0.05,
364,NIFTY26MAR27150PE,PE,27150,2026-03-30,14012162,65,54735,NIFTY,0.05,
365,NIFTY26MAR27100CE,CE,27100,2026-03-30,14011394,65,54732,NIFTY,0.05,
366,NIFTY26MAR27100PE,PE,27100,2026-03-30,14011650,65,54733,NIFTY,0.05,
367,NIFTY26MAR27050CE,CE,27050,2026-03-30,14010882,65,54730,NIFTY,0.05,
368,NIFTY26MAR27050PE,PE,27050,2026-03-30,14011138,65,54731,NIFTY,0.05,
369,NIFTY26MAR27000CE,CE,27000,2026-03-30,16110082,65,62930,NIFTY,0.05,
370,NIFTY26MAR27000PE,PE,27000,2026-03-30,16110338,65,62931,NIFTY,0.05,
371,NIFTY26MAR26950CE,CE,26950,2026-03-30,14010370,65,54728,NIFTY,0.05,
372,NIFTY26MAR26950PE,PE,26950,2026-03-30,14010626,65,54729,NIFTY,0.05,
373,NIFTY26MAR26900CE,CE,26900,2026-03-30,14009858,65,54726,NIFTY,0.05,
374,NIFTY26MAR26900PE,PE,26900,2026-03-30,14010114,65,54727,NIFTY,0.05,
375,NIFTY26MAR26850CE,CE,26850,2026-03-30,14009346,65,54724,NIFTY,0.05,
376,NIFTY26MAR26850PE,PE,26850,2026-03-30,14009602,65,54725,NIFTY,0.05,
377,NIFTY26MAR26800CE,CE,26800,2026-03-30,14008834,65,54722,NIFTY,0.05,
378,NIFTY26MAR26800PE,PE,26800,2026-03-30,14009090,65,54723,NIFTY,0.05,
379,NIFTY26MAR26750CE,CE,26750,2026-03-30,14008322,65,54720,NIFTY,0.05,
380,NIFTY26MAR26750PE,PE,26750,2026-03-30,14008578,65,54721,NIFTY,0.05,
381,NIFTY26MAR26700CE,CE,26700,2026-03-30,14007810,65,54718,NIFTY,0.05,
382,NIFTY26MAR26700PE,PE,26700,2026-03-30,14008066,65,54719,NIFTY,0.05,
383,NIFTY26MAR26650CE,CE,26650,2026-03-30,14007298,65,54716,NIFTY,0.05,
384,NIFTY26MAR26650PE,PE,26650,2026-03-30,14007554,65,54717,NIFTY,0.05,
385,NIFTY26MAR26600CE,CE,26600,2026-03-30,14006786,65,54714,NIFTY,0.05,
386,NIFTY26MAR26600PE,PE,26600,2026-03-30,14007042,65,54715,NIFTY,0.05,
387,NIFTY26MAR26550CE,CE,26550,2026-03-30,14006274,65,54712,NIFTY,0.05,
388,NIFTY26MAR26550PE,PE,26550,2026-03-30,14006530,65,54713,NIFTY,0.05,
389,NIFTY26MAR26500CE,CE,26500,2026-03-30,13996034,65,54672,NIFTY,0.05,
390,NIFTY26MAR26500PE,PE,26500,2026-03-30,13996290,65,54673,NIFTY,0.05,
391,NIFTY26MAR26450CE,CE,26450,2026-03-30,13995266,65,54669,NIFTY,0.05,
392,NIFTY26MAR26450PE,PE,26450,2026-03-30,13995778,65,54671,NIFTY,0.05,
393,NIFTY26MAR26400CE,CE,26400,2026-03-30,13994754,65,54667,NIFTY,0.05,
394,NIFTY26MAR26400PE,PE,26400,2026-03-30,13995010,65,54668,NIFTY,0.05,
395,NIFTY26MAR26350CE,CE,26350,2026-03-30,13994242,65,54665,NIFTY,0.05,
396,NIFTY26MAR26350PE,PE,26350,2026-03-30,13994498,65,54666,NIFTY,0.05,
397,NIFTY26MAR26300CE,CE,26300,2026-03-30,13989378,65,54646,NIFTY,0.05,
398,NIFTY26MAR26300PE,PE,26300,2026-03-30,13993986,65,54664,NIFTY,0.05,
399,NIFTY26MAR26250CE,CE,26250,2026-03-30,13988866,65,54644,NIFTY,0.05,
400,NIFTY26MAR26250PE,PE,26250,2026-03-30,13989122,65,54645,NIFTY,0.05,
401,NIFTY26MAR26200CE,CE,26200,2026-03-30,13988354,65,54642,NIFTY,0.05,
402,NIFTY26MAR26200PE,PE,26200,2026-03-30,13988610,65,54643,NIFTY,0.05,
403,NIFTY26MAR26150CE,CE,26150,2026-03-30,13987842,65,54640,NIFTY,0.05,
404,NIFTY26MAR26150PE,PE,26150,2026-03-30,13988098,65,54641,NIFTY,0.05,
405,NIFTY26MAR26100CE,CE,26100,2026-03-30,13984258,65,54626,NIFTY,0.05,
406,NIFTY26MAR26100PE,PE,26100,2026-03-30,13987586,65,54639,NIFTY,0.05,
407,NIFTY26MAR26050CE,CE,26050,2026-03-30,13983746,65,54624,NIFTY,0.05,
408,NIFTY26MAR26050PE,PE,26050,2026-03-30,13984002,65,54625,NIFTY,0.05,
409,NIFTY26MAR26000CE,CE,26000,2026-03-30,16109570,65,62928,NIFTY,0.05,
410,NIFTY26MAR26000PE,PE,26000,2026-03-30,16109826,65,62929,NIFTY,0.05,
411,NIFTY26MAR25950CE,CE,25950,2026-03-30,13983234,65,54622,NIFTY,0.05,
412,NIFTY26MAR25950PE,PE,25950,2026-03-30,13983490,65,54623,NIFTY,0.05,
413,NIFTY26MAR25900CE,CE,25900,2026-03-30,13982722,65,54620,NIFTY,0.05,
414,NIFTY26MAR25900PE,PE,25900,2026-03-30,13982978,65,54621,NIFTY,0.05,
415,NIFTY26MAR25850CE,CE,25850,2026-03-30,13982210,65,54618,NIFTY,0.05,
416,NIFTY26MAR25850PE,PE,25850,2026-03-30,13982466,65,54619,NIFTY,0.05,
417,NIFTY26MAR25800CE,CE,25800,2026-03-30,13981698,65,54616,NIFTY,0.05,
418,NIFTY26MAR25800PE,PE,25800,2026-03-30,13981954,65,54617,NIFTY,0.05,
419,NIFTY26MAR25750CE,CE,25750,2026-03-30,13981186,65,54614,NIFTY,0.05,
420,NIFTY26MAR25750PE,PE,25750,2026-03-30,13981442,65,54615,NIFTY,0.05,
421,NIFTY26MAR25700CE,CE,25700,2026-03-30,13980674,65,54612,NIFTY,0.05,
422,NIFTY26MAR25700PE,PE,25700,2026-03-30,13980930,65,54613,NIFTY,0.05,
423,NIFTY26MAR25650CE,CE,25650,2026-03-30,13977602,65,54600,NIFTY,0.05,
424,NIFTY26MAR25650PE,PE,25650,2026-03-30,13980418,65,54611,NIFTY,0.05,
425,NIFTY26MAR25600CE,CE,25600,2026-03-30,13977090,65,54598,NIFTY,0.05,
426,NIFTY26MAR25600PE,PE,25600,2026-03-30,13977346,65,54599,NIFTY,0.05,
427,NIFTY26MAR25550CE,CE,25550,2026-03-30,13976578,65,54596,NIFTY,0.05,
428,NIFTY26MAR25550PE,PE,25550,2026-03-30,13976834,65,54597,NIFTY,0.05,
429,NIFTY26MAR25500CE,CE,25500,2026-03-30,13976066,65,54594,NIFTY,0.05,
430,NIFTY26MAR25500PE,PE,25500,2026-03-30,13976322,65,54595,NIFTY,0.05,
431,NIFTY26MAR25450CE,CE,25450,2026-03-30,13975554,65,54592,NIFTY,0.05,
432,NIFTY26MAR25450PE,PE,25450,2026-03-30,13975810,65,54593,NIFTY,0.05,
433,NIFTY26MAR25400CE,CE,25400,2026-03-30,13975042,65,54590,NIFTY,0.05,
434,NIFTY26MAR25400PE,PE,25400,2026-03-30,13975298,65,54591,NIFTY,0.05,
435,NIFTY26MAR25350CE,CE,25350,2026-03-30,13974530,65,54588,NIFTY,0.05,
436,NIFTY26MAR25350PE,PE,25350,2026-03-30,13974786,65,54589,NIFTY,0.05,
437,NIFTY26MAR25300CE,CE,25300,2026-03-30,13974018,65,54586,NIFTY,0.05,
438,NIFTY26MAR25300PE,PE,25300,2026-03-30,13974274,65,54587,NIFTY,0.05,
439,NIFTY26MAR25250CE,CE,25250,2026-03-30,13973506,65,54584,NIFTY,0.05,
440,NIFTY26MAR25250PE,PE,25250,2026-03-30,13973762,65,54585,NIFTY,0.05,
441,NIFTY26MAR25200CE,CE,25200,2026-03-30,13972994,65,54582,NIFTY,0.05,
442,NIFTY26MAR25200PE,PE,25200,2026-03-30,13973250,65,54583,NIFTY,0.05,
443,NIFTY26MAR25150CE,CE,25150,2026-03-30,13972482,65,54580,NIFTY,0.05,
444,NIFTY26MAR25150PE,PE,25150,2026-03-30,13972738,65,54581,NIFTY,0.05,
445,NIFTY26MAR25100CE,CE,25100,2026-03-30,13971970,65,54578,NIFTY,0.05,
446,NIFTY26MAR25100PE,PE,25100,2026-03-30,13972226,65,54579,NIFTY,0.05,
447,NIFTY26MAR25050CE,CE,25050,2026-03-30,13971458,65,54576,NIFTY,0.05,
448,NIFTY26MAR25050PE,PE,25050,2026-03-30,13971714,65,54577,NIFTY,0.05,
449,NIFTY26MAR25000CE,CE,25000,2026-03-30,16109058,65,62926,NIFTY,0.05,
450,NIFTY26MAR25000PE,PE,25000,2026-03-30,16109314,65,62927,NIFTY,0.05,
451,NIFTY26MAR24950CE,CE,24950,2026-03-30,13970946,65,54574,NIFTY,0.05,
452,NIFTY26MAR24950PE,PE,24950,2026-03-30,13971202,65,54575,NIFTY,0.05,
453,NIFTY26MAR24900CE,CE,24900,2026-03-30,13970434,65,54572,NIFTY,0.05,
454,NIFTY26MAR24900PE,PE,24900,2026-03-30,13970690,65,54573,NIFTY,0.05,
455,NIFTY26MAR24850CE,CE,24850,2026-03-30,13969922,65,54570,NIFTY,0.05,
456,NIFTY26MAR24850PE,PE,24850,2026-03-30,13970178,65,54571,NIFTY,0.05,
457,NIFTY26MAR24800CE,CE,24800,2026-03-30,13969410,65,54568,NIFTY,0.05,
458,NIFTY26MAR24800PE,PE,24800,2026-03-30,13969666,65,54569,NIFTY,0.05,
459,NIFTY26MAR24750CE,CE,24750,2026-03-30,13968898,65,54566,NIFTY,0.05,
460,NIFTY26MAR24750PE,PE,24750,2026-03-30,13969154,65,54567,NIFTY,0.05,
461,NIFTY26MAR24700CE,CE,24700,2026-03-30,13968386,65,54564,NIFTY,0.05,
462,NIFTY26MAR24700PE,PE,24700,2026-03-30,13968642,65,54565,NIFTY,0.05,
463,NIFTY26MAR24650CE,CE,24650,2026-03-30,13967874,65,54562,NIFTY,0.05,
464,NIFTY26MAR24650PE,PE,24650,2026-03-30,13968130,65,54563,NIFTY,0.05,
465,NIFTY26MAR24600CE,CE,24600,2026-03-30,13967362,65,54560,NIFTY,0.05,
466,NIFTY26MAR24600PE,PE,24600,2026-03-30,13967618,65,54561,NIFTY,0.05,
467,NIFTY26MAR24550CE,CE,24550,2026-03-30,13966850,65,54558,NIFTY,0.05,
468,NIFTY26MAR24550PE,PE,24550,2026-03-30,13967106,65,54559,NIFTY,0.05,
469,NIFTY26MAR24500CE,CE,24500,2026-03-30,13966338,65,54556,NIFTY,0.05,
470,NIFTY26MAR24500PE,PE,24500,2026-03-30,13966594,65,54557,NIFTY,0.05,
471,NIFTY26MAR24450CE,CE,24450,2026-03-30,13965826,65,54554,NIFTY,0.05,
472,NIFTY26MAR24450PE,PE,24450,2026-03-30,13966082,65,54555,NIFTY,0.05,
473,NIFTY26MAR24400CE,CE,24400,2026-03-30,13965314,65,54552,NIFTY,0.05,
474,NIFTY26MAR24400PE,PE,24400,2026-03-30,13965570,65,54553,NIFTY,0.05,
475,NIFTY26MAR24350CE,CE,24350,2026-03-30,13964802,65,54550,NIFTY,0.05,
476,NIFTY26MAR24350PE,PE,24350,2026-03-30,13965058,65,54551,NIFTY,0.05,
477,NIFTY26MAR24300CE,CE,24300,2026-03-30,13964290,65,54548,NIFTY,0.05,
478,NIFTY26MAR24300PE,PE,24300,2026-03-30,13964546,65,54549,NIFTY,0.05,
479,NIFTY26MAR24250CE,CE,24250,2026-03-30,13963778,65,54546,NIFTY,0.05,
480,NIFTY26MAR24250PE,PE,24250,2026-03-30,13964034,65,54547,NIFTY,0.05,
481,NIFTY26MAR24200CE,CE,24200,2026-03-30,13963266,65,54544,NIFTY,0.05,
482,NIFTY26MAR24200PE,PE,24200,2026-03-30,13963522,65,54545,NIFTY,0.05,
483,NIFTY26MAR24150CE,CE,24150,2026-03-30,13962754,65,54542,NIFTY,0.05,
484,NIFTY26MAR24150PE,PE,24150,2026-03-30,13963010,65,54543,NIFTY,0.05,
485,NIFTY26MAR24100CE,CE,24100,2026-03-30,13962242,65,54540,NIFTY,0.05,
486,NIFTY26MAR24100PE,PE,24100,2026-03-30,13962498,65,54541,NIFTY,0.05,
487,NIFTY26MAR24050CE,CE,24050,2026-03-30,13961730,65,54538,NIFTY,0.05,
488,NIFTY26MAR24050PE,PE,24050,2026-03-30,13961986,65,54539,NIFTY,0.05,
489,NIFTY26MAR24000CE,CE,24000,2026-03-30,16108546,65,62924,NIFTY,0.05,
490,NIFTY26MAR24000PE,PE,24000,2026-03-30,16108802,65,62925,NIFTY,0.05,
491,NIFTY26MAR23950CE,CE,23950,2026-03-30,13961218,65,54536,NIFTY,0.05,
492,NIFTY26MAR23950PE,PE,23950,2026-03-30,13961474,65,54537,NIFTY,0.05,
493,NIFTY26MAR23900CE,CE,23900,2026-03-30,13960706,65,54534,NIFTY,0.05,
494,NIFTY26MAR23900PE,PE,23900,2026-03-30,13960962,65,54535,NIFTY,0.05,
495,NIFTY26MAR23850CE,CE,23850,2026-03-30,13960194,65,54532,NIFTY,0.05,
496,NIFTY26MAR23850PE,PE,23850,2026-03-30,13960450,65,54533,NIFTY,0.05,
497,NIFTY26MAR23800CE,CE,23800,2026-03-30,13959682,65,54530,NIFTY,0.05,
498,NIFTY26MAR23800PE,PE,23800,2026-03-30,13959938,65,54531,NIFTY,0.05,
499,NIFTY26MAR23750CE,CE,23750,2026-03-30,13959170,65,54528,NIFTY,0.05,
500,NIFTY26MAR23750PE,PE,23750,2026-03-30,13959426,65,54529,NIFTY,0.05,
501,NIFTY26MAR23700CE,CE,23700,2026-03-30,13958658,65,54526,NIFTY,0.05,
502,NIFTY26MAR23700PE,PE,23700,2026-03-30,13958914,65,54527,NIFTY,0.05,
503,NIFTY26MAR23650CE,CE,23650,2026-03-30,13958146,65,54524,NIFTY,0.05,
504,NIFTY26MAR23650PE,PE,23650,2026-03-30,13958402,65,54525,NIFTY,0.05,
505,NIFTY26MAR23600CE,CE,23600,2026-03-30,13957634,65,54522,NIFTY,0.05,
506,NIFTY26MAR23600PE,PE,23600,2026-03-30,13957890,65,54523,NIFTY,0.05,
507,NIFTY26MAR23550CE,CE,23550,2026-03-30,13957122,65,54520,NIFTY,0.05,
508,NIFTY26MAR23550PE,PE,23550,2026-03-30,13957378,65,54521,NIFTY,0.05,
509,NIFTY26MAR23500CE,CE,23500,2026-03-30,13956610,65,54518,NIFTY,0.05,
510,NIFTY26MAR23500PE,PE,23500,2026-03-30,13956866,65,54519,NIFTY,0.05,
511,NIFTY26MAR23450CE,CE,23450,2026-03-30,13956098,65,54516,NIFTY,0.05,
512,NIFTY26MAR23450PE,PE,23450,2026-03-30,13956354,65,54517,NIFTY,0.05,
513,NIFTY26MAR23400CE,CE,23400,2026-03-30,13955586,65,54514,NIFTY,0.05,
514,NIFTY26MAR23400PE,PE,23400,2026-03-30,13955842,65,54515,NIFTY,0.05,
515,NIFTY26MAR23350CE,CE,23350,2026-03-30,13955074,65,54512,NIFTY,0.05,
516,NIFTY26MAR23350PE,PE,23350,2026-03-30,13955330,65,54513,NIFTY,0.05,
517,NIFTY26MAR23300CE,CE,23300,2026-03-30,13954562,65,54510,NIFTY,0.05,
518,NIFTY26MAR23300PE,PE,23300,2026-03-30,13954818,65,54511,NIFTY,0.05,
519,NIFTY26MAR23250CE,CE,23250,2026-03-30,13954050,65,54508,NIFTY,0.05,
520,NIFTY26MAR23250PE,PE,23250,2026-03-30,13954306,65,54509,NIFTY,0.05,
521,NIFTY26MAR23200CE,CE,23200,2026-03-30,13953538,65,54506,NIFTY,0.05,
522,NIFTY26MAR23200PE,PE,23200,2026-03-30,13953794,65,54507,NIFTY,0.05,
523,NIFTY26MAR23150CE,CE,23150,2026-03-30,13952514,65,54502,NIFTY,0.05,
524,NIFTY26MAR23150PE,PE,23150,2026-03-30,13953282,65,54505,NIFTY,0.05,
525,NIFTY26MAR23100CE,CE,23100,2026-03-30,13952002,65,54500,NIFTY,0.05,
526,NIFTY26MAR23100PE,PE,23100,2026-03-30,13952258,65,54501,NIFTY,0.05,
527,NIFTY26MAR23050CE,CE,23050,2026-03-30,13951490,65,54498,NIFTY,0.05,
528,NIFTY26MAR23050PE,PE,23050,2026-03-30,13951746,65,54499,NIFTY,0.05,
529,NIFTY26MAR23000CE,CE,23000,2026-03-30,16108034,65,62922,NIFTY,0.05,
530,NIFTY26MAR23000PE,PE,23000,2026-03-30,16108290,65,62923,NIFTY,0.05,
531,NIFTY26MAR22950CE,CE,22950,2026-03-30,13950978,65,54496,NIFTY,0.05,
532,NIFTY26MAR22950PE,PE,22950,2026-03-30,13951234,65,54497,NIFTY,0.05,
533,NIFTY26MAR22900CE,CE,22900,2026-03-30,13950466,65,54494,NIFTY,0.05,
534,NIFTY26MAR22100CE,CE,22100,2026-03-30,13942274,65,54462,NIFTY,0.05,
535,NIFTY26MAR22100PE,PE,22100,2026-03-30,13942530,65,54463,NIFTY,0.05,
536,NIFTY26MAR22050CE,CE,22050,2026-03-30,13941762,65,54460,NIFTY,0.05,
537,NIFTY26MAR22050PE,PE,22050,2026-03-30,13942018,65,54461,NIFTY,0.05,
538,NIFTY26MAR22000CE,CE,22000,2026-03-30,16107522,65,62920,NIFTY,0.05,
539,NIFTY26MAR22000PE,PE,22000,2026-03-30,16107778,65,62921,NIFTY,0.05,
540,NIFTY26MAR21950CE,CE,21950,2026-03-30,13940994,65,54457,NIFTY,0.05,
541,NIFTY26MAR21950PE,PE,21950,2026-03-30,13941506,65,54459,NIFTY,0.05,
542,NIFTY26MAR21900CE,CE,21900,2026-03-30,13940482,65,54455,NIFTY,0.05,
543,NIFTY26MAR21900PE,PE,21900,2026-03-30,13940738,65,54456,NIFTY,0.05,
544,NIFTY26MAR21850CE,CE,21850,2026-03-30,13939970,65,54453,NIFTY,0.05,
545,NIFTY26MAR21850PE,PE,21850,2026-03-30,13940226,65,54454,NIFTY,0.05,
546,NIFTY26MAR21800CE,CE,21800,2026-03-30,13939458,65,54451,NIFTY,0.05,
547,NIFTY26MAR21800PE,PE,21800,2026-03-30,13939714,65,54452,NIFTY,0.05,
548,NIFTY26MAR21750CE,CE,21750,2026-03-30,13938946,65,54449,NIFTY,0.05,
549,NIFTY26MAR21750PE,PE,21750,2026-03-30,13939202,65,54450,NIFTY,0.05,
550,NIFTY26MAR21700CE,CE,21700,2026-03-30,13938434,65,54447,NIFTY,0.05,
551,NIFTY26MAR21700PE,PE,21700,2026-03-30,13938690,65,54448,NIFTY,0.05,
552,NIFTY26MAR21650CE,CE,21650,2026-03-30,13937922,65,54445,NIFTY,0.05,
553,NIFTY26MAR21650PE,PE,21650,2026-03-30,13938178,65,54446,NIFTY,0.05,
554,NIFTY26MAR21600CE,CE,21600,2026-03-30,13937410,65,54443,NIFTY,0.05,
555,NIFTY26MAR21600PE,PE,21600,2026-03-30,13937666,65,54444,NIFTY,0.05,
556,NIFTY26MAR21550CE,CE,21550,2026-03-30,13936898,65,54441,NIFTY,0.05,
557,NIFTY26MAR21550PE,PE,21550,2026-03-30,13937154,65,54442,NIFTY,0.05,
558,NIFTY26MAR21500CE,CE,21500,2026-03-30,13936386,65,54439,NIFTY,0.05,
559,NIFTY26MAR21500PE,PE,21500,2026-03-30,13936642,65,54440,NIFTY,0.05,
560,NIFTY26MAR21450CE,CE,21450,2026-03-30,13935874,65,54437,NIFTY,0.05,
561,NIFTY26MAR21450PE,PE,21450,2026-03-30,13936130,65,54438,NIFTY,0.05,
562,NIFTY26MAR21400CE,CE,21400,2026-03-30,13935362,65,54435,NIFTY,0.05,
563,NIFTY26MAR21400PE,PE,21400,2026-03-30,13935618,65,54436,NIFTY,0.05,
564,NIFTY26MAR21350CE,CE,21350,2026-03-30,13934850,65,54433,NIFTY,0.05,
565,NIFTY26MAR21350PE,PE,21350,2026-03-30,13935106,65,54434,NIFTY,0.05,
566,NIFTY26MAR21300CE,CE,21300,2026-03-30,13934338,65,54431,NIFTY,0.05,
567,NIFTY26MAR21300PE,PE,21300,2026-03-30,13934594,65,54432,NIFTY,0.05,
568,NIFTY26MAR21250CE,CE,21250,2026-03-30,13933826,65,54429,NIFTY,0.05,
569,NIFTY26MAR21250PE,PE,21250,2026-03-30,13934082,65,54430,NIFTY,0.05,
570,NIFTY26MAR21200CE,CE,21200,2026-03-30,13933314,65,54427,NIFTY,0.05,
571,NIFTY26MAR21200PE,PE,21200,2026-03-30,13933570,65,54428,NIFTY,0.05,
572,NIFTY26MAR21150CE,CE,21150,2026-03-30,13932802,65,54425,NIFTY,0.05,
573,NIFTY26MAR21150PE,PE,21150,2026-03-30,13933058,65,54426,NIFTY,0.05,
574,NIFTY26MAR21100CE,CE,21100,2026-03-30,13932290,65,54423,NIFTY,0.05,
575,NIFTY26MAR21100PE,PE,21100,2026-03-30,13932546,65,54424,NIFTY,0.05,
576,NIFTY26MAR21050CE,CE,21050,2026-03-30,13931778,65,54421,NIFTY,0.05,
577,NIFTY26MAR21050PE,PE,21050,2026-03-30,13932034,65,54422,NIFTY,0.05,
578,NIFTY26MAR21000CE,CE,21000,2026-03-30,16107010,65,62918,NIFTY,0.05,
